customer_id,churn_probability,risk_level,retention_priority
7515-LODFU,0.0036566450726240873,LOW,MONITOR
4927-WWOOZ,0.8491306900978088,HIGH,URGENT
4067-HLYQI,0.4215194582939148,MEDIUM,ENGAGE
6184-DYUOB,0.18885061144828796,LOW,MONITOR
9209-NWPGU,0.08403242379426956,LOW,MONITOR
9851-KIELU,0.702937662601471,HIGH,URGENT
3199-XGZCY,0.7162372469902039,HIGH,URGENT
4226-KKDON,0.22226344048976898,LOW,MONITOR
1085-LDWAM,0.0057923379354178905,LOW,MONITOR
6825-UYPFK,0.21878324449062347,LOW,MONITOR
1767-CJKBA,0.004512246698141098,LOW,MONITOR
7181-BQYBV,0.8906952738761902,HIGH,URGENT
0178-CIIKR,0.15375441312789917,LOW,MONITOR
4256-ZWTZI,0.31989893317222595,MEDIUM,ENGAGE
9537-VHDTA,0.41976019740104675,MEDIUM,ENGAGE
2754-XBHTB,0.5709717869758606,MEDIUM,ENGAGE
5975-BAICR,0.08130744844675064,LOW,MONITOR
3301-VKTGC,0.05982169508934021,LOW,MONITOR
2877-VDUER,0.026606108993291855,LOW,MONITOR
7717-BICXI,0.010795315727591515,LOW,MONITOR
0562-FGDCR,0.0013312521623447537,LOW,MONITOR
3705-PSNGL,0.018907971680164337,LOW,MONITOR
0048-LUMLS,0.21877248585224152,LOW,MONITOR
6497-TILVL,0.1691349297761917,LOW,MONITOR
2108-YKQTY,0.27025800943374634,LOW,MONITOR
3658-KIBGF,0.6528590321540833,HIGH,URGENT
5482-NUPNA,0.18165913224220276,LOW,MONITOR
7410-KTVFV,0.21423259377479553,LOW,MONITOR
9033-EOXWV,0.2102801352739334,LOW,MONITOR
8821-XNHVZ,0.8564419150352478,HIGH,URGENT
8224-KDLKN,0.0013860877370461822,LOW,MONITOR
4825-FUREZ,0.009008986875414848,LOW,MONITOR
7534-BFESC,0.48254573345184326,MEDIUM,ENGAGE
9138-EFSMO,0.11424574255943298,LOW,MONITOR
4227-OJHAL,0.12540246546268463,LOW,MONITOR
7279-NMVJC,0.05468805134296417,LOW,MONITOR
8591-TKMZH,0.028448136523365974,LOW,MONITOR
9283-LZQOH,0.5113890767097473,MEDIUM,ENGAGE
3594-IVHJZ,0.1178276464343071,LOW,MONITOR
1945-XISKS,0.006796398665755987,LOW,MONITOR
4359-INNWN,0.03000447154045105,LOW,MONITOR
7649-SIJJF,0.002772064646705985,LOW,MONITOR
9254-RBFON,0.23465469479560852,LOW,MONITOR
0970-ETWGE,0.845069169998169,HIGH,URGENT
7762-ONLJY,0.035232458263635635,LOW,MONITOR
6710-HSJRD,0.19922871887683868,LOW,MONITOR
8873-GLDMH,0.6520760655403137,HIGH,URGENT
9907-SWKKF,0.6846010684967041,HIGH,URGENT
4658-HCOHW,0.5268333554267883,MEDIUM,ENGAGE
9330-VOFSZ,0.07427171617746353,LOW,MONITOR
2860-RANUS,0.44631099700927734,MEDIUM,ENGAGE
6234-PFPXL,0.3600485622882843,MEDIUM,ENGAGE
7205-BAIAD,0.007348644081503153,LOW,MONITOR
3858-VOBET,0.5185242295265198,MEDIUM,ENGAGE
5103-MHMHY,0.4875013828277588,MEDIUM,ENGAGE
6119-SPUDB,0.01480451412498951,LOW,MONITOR
9389-ACWBI,0.44678109884262085,MEDIUM,ENGAGE
3454-JFUBC,0.003701612586155534,LOW,MONITOR
1768-ZAIFU,0.799320638179779,HIGH,URGENT
7017-VFULY,0.1929856538772583,LOW,MONITOR
9221-OTIVJ,0.6938958764076233,HIGH,URGENT
2482-CZGBB,0.5309726595878601,MEDIUM,ENGAGE
7018-WBJNK,0.48315373063087463,MEDIUM,ENGAGE
3331-HQDTW,0.19981282949447632,LOW,MONITOR
4695-VADHF,0.1314094066619873,LOW,MONITOR
4086-WITJG,0.0014784525847062469,LOW,MONITOR
6297-NOOPG,0.1265099048614502,LOW,MONITOR
8777-PVYGU,0.02292587235569954,LOW,MONITOR
4378-MYPGO,0.1089676171541214,LOW,MONITOR
9313-CDOGY,0.05408508703112602,LOW,MONITOR
4121-AGSIN,0.026245098561048508,LOW,MONITOR
0432-CAJZV,0.6572181582450867,HIGH,URGENT
9097-ZUBYC,0.1795952320098877,LOW,MONITOR
9638-JIQYA,0.6135432124137878,HIGH,URGENT
1024-GUALD,0.7044128179550171,HIGH,URGENT
8024-XNAFQ,0.006809521000832319,LOW,MONITOR
7587-RZNME,0.564134418964386,MEDIUM,ENGAGE
1346-UFHAX,0.43675497174263,MEDIUM,ENGAGE
6374-NTQLP,0.028674902394413948,LOW,MONITOR
6625-FLENO,0.014525078237056732,LOW,MONITOR
7375-WMVMT,0.012941421940922737,LOW,MONITOR
6910-HADCM,0.8180016875267029,HIGH,URGENT
7401-JIXNM,0.018144508823752403,LOW,MONITOR
7338-ERIVA,0.02553747221827507,LOW,MONITOR
5376-DEQCP,0.799950897693634,HIGH,URGENT
0909-SELIE,0.00821196474134922,LOW,MONITOR
5419-KLXBN,0.3165912628173828,MEDIUM,ENGAGE
0365-TRTPY,0.1501745879650116,LOW,MONITOR
6712-OAWRH,0.5987653732299805,MEDIUM,ENGAGE
2428-ZMCTB,0.049138739705085754,LOW,MONITOR
1963-VAUKV,0.2812619209289551,LOW,MONITOR
9381-NDKME,0.36283108592033386,MEDIUM,ENGAGE
3729-OWRVL,0.2736423909664154,LOW,MONITOR
0895-LMRSF,0.1729097068309784,LOW,MONITOR
2676-SSLTO,0.04685552045702934,LOW,MONITOR
8495-PRWFH,0.3405090868473053,MEDIUM,ENGAGE
9030-QGZNL,0.013890402391552925,LOW,MONITOR
9972-NKTFD,0.08196990191936493,LOW,MONITOR
7998-WNZEM,0.005823025945574045,LOW,MONITOR
0979-PHULV,0.4849848747253418,MEDIUM,ENGAGE
6445-TNRXS,0.10794089734554291,LOW,MONITOR
9586-JGQKH,0.02840043231844902,LOW,MONITOR
3966-HRMZA,0.5405644774436951,MEDIUM,ENGAGE
5498-IBWPI,0.03921835869550705,LOW,MONITOR
6823-SIDFQ,0.0030518409330397844,LOW,MONITOR
2323-ARSVR,0.07785847038030624,LOW,MONITOR
5468-BPMMO,0.05865630507469177,LOW,MONITOR
0486-HECZI,0.3435685932636261,MEDIUM,ENGAGE
2178-PMGCJ,0.36397016048431396,MEDIUM,ENGAGE
4660-IRIBM,0.4422083795070648,MEDIUM,ENGAGE
9674-EHPPG,0.01653413102030754,LOW,MONITOR
5606-AMZBO,0.4663616716861725,MEDIUM,ENGAGE
0665-XHDJU,0.16042646765708923,LOW,MONITOR
5402-HTOTQ,0.40616682171821594,MEDIUM,ENGAGE
8258-GSTJK,0.8146929144859314,HIGH,URGENT
3787-TRIAL,0.3966442942619324,MEDIUM,ENGAGE
6175-IRFIT,0.50160151720047,MEDIUM,ENGAGE
6317-YPKDH,0.47481220960617065,MEDIUM,ENGAGE
5692-FPTAH,0.5585282444953918,MEDIUM,ENGAGE
5373-SFODM,0.4573439955711365,MEDIUM,ENGAGE
0868-VJRDR,0.03309626132249832,LOW,MONITOR
4079-VTGLK,0.06312468647956848,LOW,MONITOR
1166-PQLGG,0.002469427417963743,LOW,MONITOR
5296-BFCYD,0.007434837985783815,LOW,MONITOR
6568-POCUI,0.030067427083849907,LOW,MONITOR
2839-RFSQE,0.09248432517051697,LOW,MONITOR
2188-SXWVT,0.0517951063811779,LOW,MONITOR
8849-GYOKR,0.29011160135269165,LOW,MONITOR
3623-FQBOX,0.073317751288414,LOW,MONITOR
2649-HWLYB,0.04629426822066307,LOW,MONITOR
0599-XNYDO,0.2866450250148773,LOW,MONITOR
2514-GINMM,0.8964033722877502,HIGH,URGENT
8401-EMUWF,0.14254601299762726,LOW,MONITOR
5766-ZJYBB,0.3036724925041199,MEDIUM,ENGAGE
2604-IJPDU,0.44575271010398865,MEDIUM,ENGAGE
2501-XWWTZ,0.40726158022880554,MEDIUM,ENGAGE
6370-ZVHDV,0.006707054562866688,LOW,MONITOR
3027-YNWZU,0.011636810377240181,LOW,MONITOR
4526-ZJJTM,0.3426831364631653,MEDIUM,ENGAGE
0440-QEXBZ,0.12798817455768585,LOW,MONITOR
0330-IVZHA,0.4629877209663391,MEDIUM,ENGAGE
9758-MFWGD,0.1907981038093567,LOW,MONITOR
4229-CZMLL,0.7335166931152344,HIGH,URGENT
0742-MOABM,0.2608431279659271,LOW,MONITOR
4277-BWBML,0.002778455847874284,LOW,MONITOR
5136-GFPMB,0.2790678143501282,LOW,MONITOR
7520-HQWJU,0.05363941937685013,LOW,MONITOR
6304-IJFSQ,0.4718751609325409,MEDIUM,ENGAGE
0297-RBCSG,0.101828932762146,LOW,MONITOR
6013-BHCAW,0.019924284890294075,LOW,MONITOR
4402-FTBXC,0.20675614476203918,LOW,MONITOR
1471-GIQKQ,0.36314719915390015,MEDIUM,ENGAGE
4283-FUTGF,0.6704532504081726,HIGH,URGENT
9548-LERKT,0.004961089231073856,LOW,MONITOR
8059-UDZFY,0.3479110300540924,MEDIUM,ENGAGE
0410-IPFTY,0.4659883677959442,MEDIUM,ENGAGE
2478-EEWWM,0.5086879134178162,MEDIUM,ENGAGE
4619-EVPHY,0.2014036923646927,LOW,MONITOR
2277-DJJDL,0.4286361336708069,MEDIUM,ENGAGE
2911-WDXMV,0.3100712299346924,MEDIUM,ENGAGE
3639-XJHKQ,0.1935441642999649,LOW,MONITOR
8173-RXAYP,0.0054739112965762615,LOW,MONITOR
4537-CIBHB,0.02543916180729866,LOW,MONITOR
5442-BXVND,0.05568656325340271,LOW,MONITOR
2308-STERM,0.19637173414230347,LOW,MONITOR
7159-NOKYQ,0.08928525447845459,LOW,MONITOR
6075-QMNRR,0.12713128328323364,LOW,MONITOR
3694-GLTJM,0.10315656661987305,LOW,MONITOR
9629-NHXFW,0.48818570375442505,MEDIUM,ENGAGE
7167-PCEYD,0.006336231250315905,LOW,MONITOR
2748-MYRVK,0.07567784935235977,LOW,MONITOR
4223-WOZCM,0.6057875752449036,HIGH,URGENT
6946-LMSQS,0.18697673082351685,LOW,MONITOR
5469-NUJUR,0.010590216144919395,LOW,MONITOR
6388-TABGU,0.014549226500093937,LOW,MONITOR
1261-FWTTE,0.4228053092956543,MEDIUM,ENGAGE
8590-YFFQO,0.012031727470457554,LOW,MONITOR
0082-OQIQY,0.3946537375450134,MEDIUM,ENGAGE
9465-RWMXL,0.5358143448829651,MEDIUM,ENGAGE
2930-UOTMB,0.05581662803888321,LOW,MONITOR
9128-CPXKI,0.08523758500814438,LOW,MONITOR
0484-FFVBJ,0.135675847530365,LOW,MONITOR
1100-DDVRV,0.41296762228012085,MEDIUM,ENGAGE
9313-QOLTZ,0.051950011402368546,LOW,MONITOR
3338-CVVEH,0.7889578938484192,HIGH,URGENT
1131-SUEKT,0.0762818455696106,LOW,MONITOR
7602-DBTOU,0.0023348527029156685,LOW,MONITOR
1385-TQOZW,0.0778994932770729,LOW,MONITOR
6892-XPFPU,0.7481932044029236,HIGH,URGENT
4115-NZRKS,0.6784068942070007,HIGH,URGENT
5514-YQENT,0.128714919090271,LOW,MONITOR
6319-IEJWJ,0.5066536664962769,MEDIUM,ENGAGE
8849-AYPTR,0.3289910852909088,MEDIUM,ENGAGE
5893-PYOLZ,0.02068750187754631,LOW,MONITOR
7180-PISOG,0.8563293218612671,HIGH,URGENT
8443-ZRDBZ,0.7617722153663635,HIGH,URGENT
9079-YEXQJ,0.24708479642868042,LOW,MONITOR
3780-YVMFA,0.32988637685775757,MEDIUM,ENGAGE
6968-MHOMU,0.23996984958648682,LOW,MONITOR
0899-LIIBW,0.5027576684951782,MEDIUM,ENGAGE
3677-IYRBF,0.8024808168411255,HIGH,URGENT
8393-DLHGA,0.6787209510803223,HIGH,URGENT
7691-XVTZH,0.0825304165482521,LOW,MONITOR
5360-LJCNJ,0.3103225827217102,MEDIUM,ENGAGE
3891-PUQOD,0.6906666159629822,HIGH,URGENT
0952-KMEEH,0.6926789283752441,HIGH,URGENT
4919-IKATY,0.6183611154556274,HIGH,URGENT
9746-UGFAC,0.041673798114061356,LOW,MONITOR
9108-EQPNQ,0.012657630257308483,LOW,MONITOR
0531-ZZJWQ,0.3729926645755768,MEDIUM,ENGAGE
8763-KIAFH,0.011686762794852257,LOW,MONITOR
5863-OOKCL,0.014414451085031033,LOW,MONITOR
2958-NHPPS,0.0673641562461853,LOW,MONITOR
9530-GRMJG,0.05262380093336105,LOW,MONITOR
1809-DMJHQ,0.2810450494289398,LOW,MONITOR
0164-XAIRP,0.009246570989489555,LOW,MONITOR
2926-JEJJC,0.034180790185928345,LOW,MONITOR
1169-WCVAK,0.24302740395069122,LOW,MONITOR
1217-VASWC,0.3361438810825348,MEDIUM,ENGAGE
2452-KDRRH,0.457756370306015,MEDIUM,ENGAGE
6402-EJMWF,0.39960286021232605,MEDIUM,ENGAGE
7663-CUXZB,0.09225931018590927,LOW,MONITOR
4312-KFRXN,0.0010414787102490664,LOW,MONITOR
3011-WQKSZ,0.16234558820724487,LOW,MONITOR
9747-DDZOS,0.6919077038764954,HIGH,URGENT
2091-MJTFX,0.07223841547966003,LOW,MONITOR
0388-EOPEX,0.5006989240646362,MEDIUM,ENGAGE
3161-ONRWK,0.010534864850342274,LOW,MONITOR
2587-EKXTS,0.3226395547389984,MEDIUM,ENGAGE
9752-ZNQUT,0.5912986993789673,MEDIUM,ENGAGE
9572-WUKSB,0.4808667004108429,MEDIUM,ENGAGE
3836-FZSDJ,0.0039325593970716,LOW,MONITOR
8805-JNRAZ,0.38054847717285156,MEDIUM,ENGAGE
3069-SSVSN,0.14439617097377777,LOW,MONITOR
8015-IHCGW,0.011403987184166908,LOW,MONITOR
8132-YPVBX,0.7180435061454773,HIGH,URGENT
0235-KGSLC,0.8178424835205078,HIGH,URGENT
1302-UHBDD,0.4483252167701721,MEDIUM,ENGAGE
3722-WPXTK,0.8443988561630249,HIGH,URGENT
7531-GQHME,0.06189809367060661,LOW,MONITOR
1335-NTIUC,0.5327776074409485,MEDIUM,ENGAGE
9367-TCUYN,0.12377765774726868,LOW,MONITOR
1536-HBSWP,0.35278239846229553,MEDIUM,ENGAGE
8573-JGCZW,0.04685452952980995,LOW,MONITOR
2694-CIUMO,0.5680508017539978,MEDIUM,ENGAGE
2027-FECZV,0.6435181498527527,HIGH,URGENT
9103-TCIHJ,0.18833769857883453,LOW,MONITOR
1545-JFUML,0.018572647124528885,LOW,MONITOR
0524-IAVZO,0.6259885430335999,HIGH,URGENT
5519-TEEUH,0.027222435921430588,LOW,MONITOR
6654-QGBZZ,0.41697508096694946,MEDIUM,ENGAGE
2294-DMMUS,0.10802792012691498,LOW,MONITOR
0017-IUDMW,0.009459762834012508,LOW,MONITOR
5018-LXQQG,0.07975257188081741,LOW,MONITOR
5808-TOTXO,0.043824031949043274,LOW,MONITOR
1174-FGIFN,0.20844902098178864,LOW,MONITOR
0730-KOAVE,0.40120455622673035,MEDIUM,ENGAGE
1218-VKFPE,0.014079186134040356,LOW,MONITOR
5313-FPXWG,0.03292061388492584,LOW,MONITOR
2834-JKOOW,0.06434271484613419,LOW,MONITOR
9430-NKQLY,0.0012011914514005184,LOW,MONITOR
0363-QJVFX,0.2094402313232422,LOW,MONITOR
1658-TJVOA,0.4916832447052002,MEDIUM,ENGAGE
6685-GBWJZ,0.03180864453315735,LOW,MONITOR
6328-ZPBGN,0.6851805448532104,HIGH,URGENT
4003-FUSHP,0.1640014946460724,LOW,MONITOR
7690-KPNCU,0.08211261034011841,LOW,MONITOR
2969-WGHQO,0.08222152292728424,LOW,MONITOR
1855-CFULU,0.15980249643325806,LOW,MONITOR
9788-YTFGE,0.11035698652267456,LOW,MONITOR
8266-VBFQL,0.5883601307868958,MEDIUM,ENGAGE
2325-NBPZG,0.4893803894519806,MEDIUM,ENGAGE
9906-NHHVC,0.04355024918913841,LOW,MONITOR
2541-YGPKE,0.08955579251050949,LOW,MONITOR
5049-MUBWG,0.05856727063655853,LOW,MONITOR
2332-TODQS,0.03878530114889145,LOW,MONITOR
4419-UJMUS,0.12999451160430908,LOW,MONITOR
2233-TXSIU,0.06063366308808327,LOW,MONITOR
6770-XUAGN,0.5391339659690857,MEDIUM,ENGAGE
2919-HBCJO,0.5839616656303406,MEDIUM,ENGAGE
9508-ILZDG,0.4562861919403076,MEDIUM,ENGAGE
5442-BHQNG,0.5060715675354004,MEDIUM,ENGAGE
7250-EQKIY,0.473552942276001,MEDIUM,ENGAGE
6838-HVLXG,0.06598612666130066,LOW,MONITOR
9767-FFLEM,0.28225213289260864,LOW,MONITOR
2245-ADZFJ,0.029015909880399704,LOW,MONITOR
1150-WFARN,0.17586633563041687,LOW,MONITOR
9054-FOWNV,0.5868120789527893,MEDIUM,ENGAGE
7997-EASSD,0.03651758283376694,LOW,MONITOR
7560-QJAVJ,0.03852434456348419,LOW,MONITOR
2668-TZSPS,0.2446228265762329,LOW,MONITOR
9139-WQQDY,0.11172480136156082,LOW,MONITOR
6726-NNFWD,0.02774956077337265,LOW,MONITOR
9330-DHBFL,0.03427877649664879,LOW,MONITOR
5727-MYATE,0.0015458945417776704,LOW,MONITOR
2824-DXNKN,0.008716722950339317,LOW,MONITOR
6166-ILMNY,0.4596269726753235,MEDIUM,ENGAGE
5236-XMZJY,0.1544869989156723,LOW,MONITOR
1709-EJDOX,0.009459021501243114,LOW,MONITOR
4962-CHQPW,0.013733786530792713,LOW,MONITOR
0301-FIDRB,0.003787250956520438,LOW,MONITOR
1820-TQVEV,0.8808337450027466,HIGH,URGENT
9115-YQHGA,0.11472702771425247,LOW,MONITOR
1541-ETJZO,0.3655674159526825,MEDIUM,ENGAGE
6230-BSUXY,0.8693547248840332,HIGH,URGENT
6797-LNAQX,0.062306683510541916,LOW,MONITOR
9588-YRFHY,0.006667610723525286,LOW,MONITOR
1092-GANHU,0.3575444519519806,MEDIUM,ENGAGE
5951-AOFIH,0.12690871953964233,LOW,MONITOR
7029-RPUAV,0.5655182600021362,MEDIUM,ENGAGE
4700-UBQMV,0.10723064839839935,LOW,MONITOR
3594-UVONA,0.12740884721279144,LOW,MONITOR
7750-EYXWZ,0.15807975828647614,LOW,MONITOR
7054-ENNGU,0.13781990110874176,LOW,MONITOR
0402-OAMEN,0.0010519049828872085,LOW,MONITOR
2195-VVRJF,0.16854357719421387,LOW,MONITOR
8819-ZBYNA,0.2791418135166168,LOW,MONITOR
7748-UMTRK,0.5209705829620361,MEDIUM,ENGAGE
1741-WTPON,0.027101999148726463,LOW,MONITOR
7209-JCUDS,0.800169050693512,HIGH,URGENT
2485-ITVKB,0.7702628970146179,HIGH,URGENT
9648-BCHKM,0.011131682433187962,LOW,MONITOR
0743-HRVFF,0.145504429936409,LOW,MONITOR
2522-AHJXR,0.11170580238103867,LOW,MONITOR
9143-CANJF,0.109224833548069,LOW,MONITOR
1444-VVSGW,0.1708391010761261,LOW,MONITOR
6898-MDLZW,0.14865726232528687,LOW,MONITOR
0074-HDKDG,0.04079452529549599,LOW,MONITOR
3982-JGSFD,0.022421296685934067,LOW,MONITOR
7928-VJYAB,0.34745433926582336,MEDIUM,ENGAGE
1522-VVDMG,0.6269772052764893,HIGH,URGENT
2665-NPTGL,0.5644702911376953,MEDIUM,ENGAGE
8728-SKJLR,0.35432279109954834,MEDIUM,ENGAGE
7733-UDMTP,0.3833678960800171,MEDIUM,ENGAGE
0431-APWVY,0.21154451370239258,LOW,MONITOR
5081-NWSUP,0.15842922031879425,LOW,MONITOR
2746-DIJLO,0.11625588685274124,LOW,MONITOR
7277-OZCGZ,0.27589279413223267,LOW,MONITOR
5236-PERKL,0.07993634045124054,LOW,MONITOR
2788-CJQAQ,0.02847195230424404,LOW,MONITOR
3096-WPXBT,0.09032363444566727,LOW,MONITOR
9962-BFPDU,0.4345732033252716,MEDIUM,ENGAGE
2892-GESUL,0.016767675057053566,LOW,MONITOR
9741-YLNTD,0.7047080993652344,HIGH,URGENT
1205-WNWPJ,0.24182933568954468,LOW,MONITOR
3173-NVMPX,0.3209587335586548,MEDIUM,ENGAGE
9661-MHUMO,0.401272177696228,MEDIUM,ENGAGE
6000-APYLU,0.6090626120567322,HIGH,URGENT
0048-PIHNL,0.0155095886439085,LOW,MONITOR
9420-LOJKX,0.7478093504905701,HIGH,URGENT
7061-OVMIM,0.029490452259778976,LOW,MONITOR
5671-RQRLP,0.15396414697170258,LOW,MONITOR
5129-JLPIS,0.6721816062927246,HIGH,URGENT
5170-PTRKA,0.016435083001852036,LOW,MONITOR
4819-HJPIW,0.1990300565958023,LOW,MONITOR
8780-RSYYU,0.03509969636797905,LOW,MONITOR
2335-GSODA,0.012943523935973644,LOW,MONITOR
5696-CEIQJ,0.04624085873365402,LOW,MONITOR
6169-PPETC,0.006116212345659733,LOW,MONITOR
4237-RLAQD,0.5831454396247864,MEDIUM,ENGAGE
7359-WWYJV,0.01401741337031126,LOW,MONITOR
8620-RJPZN,0.32322588562965393,MEDIUM,ENGAGE
7426-WEIJX,0.15156136453151703,LOW,MONITOR
7629-WIXZF,0.1508035808801651,LOW,MONITOR
2616-FLVQC,0.01905931904911995,LOW,MONITOR
9163-GHAYE,0.19277366995811462,LOW,MONITOR
4464-JCOLN,0.02728477120399475,LOW,MONITOR
2971-SGAFL,0.33260586857795715,MEDIUM,ENGAGE
4735-ASGMA,0.7221845388412476,HIGH,URGENT
5245-VDBUR,0.03010537102818489,LOW,MONITOR
1493-AMTIE,0.32258591055870056,MEDIUM,ENGAGE
1112-CUNAO,0.5739994645118713,MEDIUM,ENGAGE
7571-YXDAD,0.565121054649353,MEDIUM,ENGAGE
8714-EUHJO,0.40369749069213867,MEDIUM,ENGAGE
9040-KZVWO,0.05411341413855553,LOW,MONITOR
6713-OKOMC,0.166929230093956,LOW,MONITOR
8749-CLJXC,0.36402809619903564,MEDIUM,ENGAGE
4713-LZDRV,0.7309952974319458,HIGH,URGENT
6598-RFFVI,0.01326788030564785,LOW,MONITOR
7470-MCQTK,0.4497111141681671,MEDIUM,ENGAGE
5524-KHNJP,0.1283966600894928,LOW,MONITOR
1707-HABPF,0.07104894518852234,LOW,MONITOR
4581-LNWUM,0.45249637961387634,MEDIUM,ENGAGE
9710-ZUSHQ,0.26406604051589966,LOW,MONITOR
1697-LYYYX,0.0070272935554385185,LOW,MONITOR
4013-GUXND,0.4434797167778015,MEDIUM,ENGAGE
5022-JNQEQ,0.5564712882041931,MEDIUM,ENGAGE
4983-CCWMC,0.5124602913856506,MEDIUM,ENGAGE
6345-FZOQH,0.0039275349117815495,LOW,MONITOR
0962-CQPWQ,0.005927097983658314,LOW,MONITOR
5495-GPSRW,0.007279123179614544,LOW,MONITOR
2252-JHJGE,0.285249799489975,LOW,MONITOR
7356-AYNJP,0.13462533056735992,LOW,MONITOR
2019-HDCZY,0.13128089904785156,LOW,MONITOR
8582-KRHPJ,0.17590388655662537,LOW,MONITOR
2867-UIMSS,0.8186413645744324,HIGH,URGENT
3487-EARAT,0.14205233752727509,LOW,MONITOR
9926-PJHDQ,0.05665946006774902,LOW,MONITOR
0289-IVARM,0.07989933341741562,LOW,MONITOR
4672-FOTSD,0.21400007605552673,LOW,MONITOR
6198-PNNSZ,0.24145632982254028,LOW,MONITOR
7603-USHJS,0.5212302803993225,MEDIUM,ENGAGE
6784-XYJAE,0.06828314810991287,LOW,MONITOR
3858-XHYJO,0.27910304069519043,LOW,MONITOR
1087-UDSIH,0.1859191507101059,LOW,MONITOR
7251-LJBQN,0.34129616618156433,MEDIUM,ENGAGE
3200-MNQTF,0.020240643993020058,LOW,MONITOR
9359-UGBTK,0.10036229342222214,LOW,MONITOR
8160-HOWOX,0.37926557660102844,MEDIUM,ENGAGE
0258-NOKBL,0.4611228108406067,MEDIUM,ENGAGE
2800-QQUSO,0.7127715349197388,HIGH,URGENT
2129-ALKBS,0.07636028528213501,LOW,MONITOR
9972-VAFJJ,0.11809365451335907,LOW,MONITOR
4693-VWVBO,0.15942475199699402,LOW,MONITOR
6969-MVBAI,0.824020266532898,HIGH,URGENT
4821-WQOYN,0.0013479199260473251,LOW,MONITOR
6769-DYBQN,0.39038971066474915,MEDIUM,ENGAGE
4018-PPNDW,0.01551787555217743,LOW,MONITOR
6288-CHQJB,0.007908252999186516,LOW,MONITOR
4905-JEFDW,0.30213990807533264,MEDIUM,ENGAGE
0559-CKHUS,0.009186681360006332,LOW,MONITOR
2659-VXMWZ,0.11308334767818451,LOW,MONITOR
6559-RAKOZ,0.33842724561691284,MEDIUM,ENGAGE
8809-XKHMD,0.004544735420495272,LOW,MONITOR
6365-HITVU,0.0031750451307743788,LOW,MONITOR
0134-XWXCE,0.189292773604393,LOW,MONITOR
9720-JJJOR,0.06647513061761856,LOW,MONITOR
2782-LFZVW,0.29455700516700745,LOW,MONITOR
6112-KTHFQ,0.05363589897751808,LOW,MONITOR
9220-ZNKJI,0.0310183335095644,LOW,MONITOR
9820-RMCQV,0.15707120299339294,LOW,MONITOR
9013-AQORL,0.1569051444530487,LOW,MONITOR
2040-OBMLJ,0.08839774876832962,LOW,MONITOR
5574-NXZIU,0.09482084959745407,LOW,MONITOR
5446-DKWYW,0.10127466171979904,LOW,MONITOR
0480-KYJVA,0.000853080244269222,LOW,MONITOR
1074-AMIOH,0.36573177576065063,MEDIUM,ENGAGE
0015-UOCOJ,0.3117440640926361,MEDIUM,ENGAGE
0256-LTHVJ,0.43683287501335144,MEDIUM,ENGAGE
4547-LYTDD,0.48310455679893494,MEDIUM,ENGAGE
1077-HUUJM,0.6239022016525269,HIGH,URGENT
